Name,Gender,Course,Round,Hole,Par,Score,FIR,GIR,Approach.Dist,Putts,Exp_Putts,strokesgained,PuttLength
Player 4,Male,Indiana Country Club,Qualifying,2,4,4,Hit,Hit,126-150 yards,2,1.934,-0.066,25
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,8,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.934,-0.066,25
Player 13,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.934,-0.066,25
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,11,4,4,Hit,Hit,51-75 yards,2,1.934,-0.066,25
Player 6,Male,Pittsburgh Field Club,Qualifying,10,4,4,Missed,Hit,76-100 yards,2,1.934,-0.066,25
Player 14,Male,Longue Vue Club,Qualifying,18,4,5,Hit,Miss,201-225 yards,2,1.934,-0.066,25
Player 2,Male,Nemacolin Resort - Shepards Rock,Qualifying,4,5,8,Missed,Miss,126-150 yards,2,1.934,-0.066,25
Player 6,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.934,-0.066,25
Player 12,Male,Indiana Country Club,Qualifying,6,4,4,Missed,Hit,101-125 yards,2,1.934,-0.066,25
Player 2,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.934,-0.066,25
Player 21,Female,PGA National - Palmer,Tournament,7,4,4,Hit,Hit,151-175 yards,2,1.934,-0.066,25
Player 8,Male,PGA National - Champions,Tournament,5,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.934,-0.066,25
Player 10,Male,PGA National - Champions,Tournament,15,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.934,-0.066,25
Player 14,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,126-150 yards,2,1.934,-0.066,25
Player 12,Male,Longue Vue Club,Qualifying,15,5,5,Hit,Hit,51-75 yards,2,1.934,-0.066,25
Player 6,Male,Columbus Country Club,Tournament,8,5,4,Missed,Hit,201-225 yards,2,1.934,-0.066,25
Player 9,Male,Longue Vue Club,Qualifying,18,4,4,Hit,Hit,176-200 yards,2,1.934,-0.066,25
Player 5,Male,Longue Vue Club,Qualifying,8,5,5,Hit,Hit,Less than 50 yards,2,1.934,-0.066,25
Player 14,Male,Indiana Country Club,Qualifying,13,4,4,Hit,Hit,126-150 yards,2,1.934,-0.066,25
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,7,4,4,Missed,Hit,151-175 yards,2,1.934,-0.066,25
Player 16,Female,Meadville Country Club,Tournament,7,4,5,Hit,Miss,101-125 yards,2,1.934,-0.066,25
Player 8,Male,PGA National - Champions,Tournament,17,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,1.934,-0.066,25
Player 8,Male,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.934,-0.066,25
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,14,4,4,Hit,Hit,151-175 yards,2,1.934,-0.066,25
Player 13,Male,Avalon Lakes Golf Club,Qualifying,11,5,9,Missed,Miss,101-125 yards,2,1.934,-0.066,25
Player 8,Male,PGA National - Champions,Tournament,13,4,4,Hit,Hit,76-100 yards,2,1.934,-0.066,25
Player 13,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,1.934,0.934,25
Player 4,Male,Nemacolin Resort - Shepards Rock,Qualifying,1,5,5,Hit,Hit,101-125 yards,2,1.934,-0.066,25
Player 6,Male,Avalon Lakes Golf Club,Qualifying,4,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.934,-0.066,25
Player 11,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.934,-0.066,25
Player 8,Male,PGA National - Champions,Tournament,1,4,3,Hit,Hit,151-175 yards,1,1.934,0.934,25
Player 14,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,126-150 yards,2,1.934,-0.066,25
Player 2,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.934,-0.066,25
Player 8,Male,PGA National - Champions,Tournament,16,4,4,Hit,Hit,176-200 yards,2,1.934,-0.066,25
Player 4,Male,San Destin Resort - Raven,Tournament,5,4,4,Hit,Hit,101-125 yards,2,1.934,-0.066,25
Player 10,Male,Longue Vue Club,Qualifying,3,3,5,Not Applicable (PAR 3),Miss,176-200 yards,3,1.934,-1.066,25
Player 11,Male,Longue Vue Club,Qualifying,7,4,4,Hit,Hit,76-100 yards,2,1.934,-0.066,25
Player 8,Male,Longue Vue Club,Qualifying,2,4,4,Missed,Hit,76-100 yards,2,1.944,-0.056,26
Player 20,Female,Meadville Country Club,Tournament,11,4,4,Missed,Hit,151-175 yards,2,1.953,-0.047,27
Player 7,Male,Avalon Lakes Golf Club,Qualifying,17,4,4,Hit,Hit,101-125 yards,2,1.953,-0.047,27
Player 3,Male,Longue Vue Club,Qualifying,11,4,5,Missed,Hit,126-150 yards,3,1.953,-1.047,27
Player 16,Female,Meadville Country Club,Tournament,10,4,6,Hit,Miss,51-75 yards,3,1.953,-1.047,27
Player 8,Male,Longue Vue Club,Competitive,4,5,4,Hit,Hit,201-225 yards,2,1.953,-0.047,27
Player 5,Male,Longue Vue Club,Qualifying,8,5,5,Hit,Hit,Less than 50 yards,2,1.961,-0.039,28
Player 10,Male,Nemacolin Resort - Shepards Rock,Qualifying,1,5,5,Hit,Hit,101-125 yards,2,1.961,-0.039,28
Player 11,Male,Pittsburgh Field Club,Qualifying,8,4,6,Missed,Miss,151-175 yards,2,1.961,-0.039,28
Player 3,Male,Wigwam Gold Course,Tournament,17,4,4,Hit,Hit,76-100 yards,2,1.961,-0.039,28
Player 11,Male,Longue Vue Club,Qualifying,1,4,5,Hit,Hit,126-150 yards,3,1.961,-1.039,28
Player 11,Male,Pittsburgh Field Club,Qualifying,5,5,4,Hit,Hit,176-200 yards,2,1.961,-0.039,28
Player 3,Male,Longue Vue Club,Qualifying,1,4,6,Hit,Miss,101-125 yards,2,1.961,-0.039,28
Player 7,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.97,-0.03,29
Player 14,Male,PGA National - Champions,Tournament,11,4,4,Hit,Hit,151-175 yards,2,1.97,-0.03,29
Player 4,Male,Nemacolin Resort - Shepards Rock,Qualifying,4,5,6,Missed,Miss,76-100 yards,2,1.978,-0.022,30
Player 6,Male,Longue Vue Club,Qualifying,9,4,6,Missed,Miss,126-150 yards,3,1.978,-1.022,30
Player 18,Female,Longue Vue Club,Qualifying,14,4,4,Hit,Hit,126-150 yards,2,1.978,-0.022,30
Player 11,Male,Longue Vue Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 14,Male,Indiana Country Club,Qualifying,4,4,4,Missed,Hit,126-150 yards,2,1.978,-0.022,30
Player 11,Male,Columbus Country Club,Tournament,7,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 6,Male,Columbus Country Club,Tournament,3,4,5,Missed,Hit,126-150 yards,3,1.978,-1.022,30
Player 11,Male,San Destin Resort - Raven,Tournament,2,4,4,Hit,Hit,201-225 yards,2,1.978,-0.022,30
Player 10,Male,Indiana Country Club,Qualifying,11,5,5,Missed,Hit,76-100 yards,2,1.978,-0.022,30
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,1,5,5,Hit,Hit,76-100 yards,2,1.978,-0.022,30
Player 21,Female,Indiana Country Club,Qualifying,3,3,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.978,-0.022,30
Player 8,Male,Longue Vue Club,Qualifying,11,4,4,Missed,Hit,176-200 yards,2,1.978,-0.022,30
Player 3,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 10,Male,PGA National - Champions,Tournament,11,4,4,Hit,Hit,176-200 yards,2,1.978,-0.022,30
Player 11,Male,San Destin Resort - Raven,Tournament,14,4,4,Hit,Hit,126-150 yards,2,1.978,-0.022,30
Player 7,Male,Longue Vue Club,Qualifying,18,4,12,Missed,Miss,126-150 yards,2,1.978,-0.022,30
Player 12,Male,Avalon Lakes Golf Club,Qualifying,15,4,4,Hit,Hit,76-100 yards,2,1.978,-0.022,30
Player 2,Male,Longue Vue Club,Qualifying,3,3,5,Not Applicable (PAR 3),Miss,201-225 yards,2,1.978,-0.022,30
Player 6,Male,San Destin Resort - Raven,Tournament,12,3,2,Not Applicable (PAR 3),Hit,101-125 yards,1,1.978,0.978,30
Player 13,Male,Nemacolin Resort - Shepards Rock,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,126-150 yards,3,1.978,-1.022,30
Player 1,Male,Longue Vue Club,Qualifying,4,5,3,Hit,Hit,151-175 yards,1,1.978,0.978,30
Player 16,Female,Avalon Lakes Golf Club,Qualifying,8,3,2,Not Applicable (PAR 3),Hit,126-150 yards,1,1.978,0.978,30
Player 20,Female,Meadville Country Club,Tournament,18,4,4,Hit,Miss,51-75 yards,2,1.978,-0.022,30
Player 6,Male,Longue Vue Club,Qualifying,17,4,5,Missed,Hit,151-175 yards,3,1.978,-1.022,30
Player 6,Male,Pittsburgh Field Club,Qualifying,1,4,5,Missed,Miss,126-150 yards,2,1.978,-0.022,30
Player 11,Male,Longue Vue Club,Qualifying,9,4,5,Missed,Miss,76-100 yards,2,1.978,-0.022,30
Player 11,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 16,Female,Avalon Lakes Golf Club,Qualifying,11,5,5,Hit,Hit,126-150 yards,2,1.978,-0.022,30
Player 4,Male,PGA National - Champions,Tournament,14,4,5,Missed,Miss,201-225 yards,2,1.978,-0.022,30
Player 12,Male,Longue Vue Club,Qualifying,18,4,4,Missed,Hit,176-200 yards,2,1.978,-0.022,30
Player 12,Male,Nemacolin Resort - Shepards Rock,Qualifying,6,4,5,Hit,Miss,126-150 yards,2,1.978,-0.022,30
Player 1,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.978,-0.022,30
Player 12,Male,Avalon Lakes Golf Club,Qualifying,18,4,5,Missed,Miss,76-100 yards,2,1.978,-0.022,30
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,17,4,4,Hit,Hit,126-150 yards,2,1.978,-0.022,30
Player 6,Male,Longue Vue Club,Qualifying,11,4,5,Missed,Hit,151-175 yards,3,1.978,-1.022,30
Player 8,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.978,-0.022,30
Player 1,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 7,Male,Avalon Lakes Golf Club,Qualifying,8,3,4,Not Applicable (PAR 3),Hit,126-150 yards,2,1.978,-0.022,30
Player 8,Male,Longue Vue Club,Competitive,13,4,5,Missed,Miss,76-100 yards,2,1.978,-0.022,30
Player 21,Female,PGA National - Palmer,Tournament,12,5,5,Hit,Hit,76-100 yards,2,1.978,-0.022,30
Player 1,Male,Avalon Lakes Golf Club,Qualifying,12,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,1.978,0.978,30
Player 12,Male,Indiana Country Club,Qualifying,15,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 2,Male,Indiana Country Club,Qualifying,8,4,4,Hit,Hit,126-150 yards,2,1.978,-0.022,30
Player 16,Female,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.978,-0.022,30
Player 1,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,101-125 yards,2,1.978,-0.022,30
Player 21,Female,Indiana Country Club,Qualifying,6,4,4,Hit,Hit,151-175 yards,2,1.978,-0.022,30
Player 6,Male,Columbus Country Club,Tournament,7,3,4,Not Applicable (PAR 3),Hit,151-175 yards,3,1.978,-1.022,30
Player 4,Male,Columbus Country Club,Tournament,18,5,5,Missed,Hit,201-225 yards,2,1.978,-0.022,30
Player 8,Male,Avalon Lakes Golf Club,Qualifying,4,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.978,-0.022,30
Player 12,Male,San Destin Resort - Raven,Tournament,8,3,5,Missed,Miss,151-175 yards,3,1.978,-1.022,30
Player 10,Male,Longue Vue Club,Qualifying,1,4,5,Hit,Miss,151-175 yards,2,1.978,-0.022,30
Player 4,Male,PGA National - Champions,Tournament,11,4,4,Hit,Hit,176-200 yards,2,1.978,-0.022,30
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,2,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.978,-0.022,30
Player 14,Male,Indiana Country Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.978,-0.022,30
Player 16,Female,Avalon Lakes Golf Club,Qualifying,17,4,4,Hit,Hit,76-100 yards,2,1.978,-0.022,30
Player 21,Female,San Destin Resort - Baytowne,Tournament,10,4,6,Hit,Miss,201-225 yards,3,1.978,-1.022,30
Player 14,Male,PGA National - Champions,Tournament,2,4,4,Hit,Hit,126-150 yards,2,1.978,-0.022,30
Player 8,Male,PGA National - Champions,Tournament,11,4,5,Missed,Miss,201-225 yards,2,1.978,-0.022,30
Player 14,Male,Longue Vue Club,Qualifying,15,5,5,Hit,Hit,101-125 yards,2,1.978,-0.022,30
Player 11,Male,Longue Vue Club,Qualifying,18,4,4,Missed,Hit,151-175 yards,2,1.978,-0.022,30
Player 4,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Hit,151-175 yards,2,1.978,-0.022,30
Player 11,Male,Avalon Lakes Golf Club,Qualifying,10,4,5,Hit,Hit,101-125 yards,3,1.994,-1.006,32
Player 8,Male,Longue Vue Club,Competitive,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.994,-0.006,32
Player 3,Male,Pinnacle Golf Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.994,-0.006,32
Player 21,Female,PGA National - Palmer,Tournament,18,5,6,Hit,Hit,151-175 yards,3,2.001,-0.999,33
Player 3,Male,PGA National - Champions,Tournament,13,4,3,Missed,Hit,101-125 yards,1,2.001,1.001,33
Player 3,Male,PGA National - Champions,Tournament,10,5,4,Hit,Hit,151-175 yards,2,2.001,1.00E-03,33
Player 20,Female,Indiana Country Club,Qualifying,2,4,4,Hit,Hit,176-200 yards,2,2.001,1.00E-03,33
Player 11,Male,Meadville Country Club,Tournament,8,3,4,Not Applicable (PAR 3),Hit,201-225 yards,3,2.001,-0.999,33
Player 16,Female,Meadville Country Club,Tournament,9,5,5,Hit,Miss,Less than 50 yards,2,2.001,1.00E-03,33
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,7,4,4,Hit,Hit,126-150 yards,2,2.001,1.00E-03,33
Player 7,Male,Avalon Lakes Golf Club,Qualifying,11,5,4,Hit,Hit,225 + yards,2,2.009,0.009,34
Player 8,Male,Avalon Lakes Golf Club,Qualifying,7,4,4,Missed,Hit,176-200 yards,2,2.016,0.016,35
Player 1,Male,Nemacolin Resort - Shepards Rock,Qualifying,17,4,5,Hit,Hit,101-125 yards,3,2.016,-0.984,35
Player 3,Male,Longue Vue Club,Qualifying,17,4,4,Hit,Hit,126-150 yards,2,2.016,0.016,35
Player 11,Male,Meadville Country Club,Tournament,2,4,4,Hit,Hit,101-125 yards,2,2.016,0.016,35
Player 5,Male,Longue Vue Club,Qualifying,2,4,6,Missed,Miss,Less than 50 yards,2,2.016,0.016,35
Player 6,Male,San Destin Resort - Raven,Tournament,3,5,5,Hit,Hit,51-75 yards,2,2.016,0.016,35
Player 11,Male,Columbus Country Club,Tournament,7,3,4,Not Applicable (PAR 3),Hit,151-175 yards,3,2.016,-0.984,35
Player 8,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,2.016,0.016,35
Player 6,Male,Longue Vue Club,Qualifying,6,4,4,Missed,Hit,126-150 yards,2,2.016,0.016,35
Player 1,Male,Longue Vue Club,Qualifying,8,5,5,Missed,Hit,Less than 50 yards,2,2.016,0.016,35
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,7,4,4,Hit,Hit,151-175 yards,2,2.016,0.016,35
Player 12,Male,Meadville Country Club,Tournament,6,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,2.016,0.016,35
Player 8,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Hit,225 + yards,2,2.016,0.016,35
Player 1,Male,Longue Vue Club,Qualifying,10,3,4,Not Applicable (PAR 3),Hit,126-150 yards,3,2.016,-0.984,35
Player 2,Male,Indiana Country Club,Qualifying,2,4,4,Missed,Hit,151-175 yards,2,2.016,0.016,35
Player 6,Male,Avalon Lakes Golf Club,Qualifying,13,4,4,Hit,Hit,126-150 yards,2,2.016,0.016,35
Player 11,Male,San Destin Resort - Raven,Tournament,16,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.016,0.016,35
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,4,5,8,Hit,Hit,76-100 yards,5,2.016,-2.984,35
Player 11,Male,Columbus Country Club,Tournament,11,4,4,Missed,Hit,126-150 yards,2,2.016,0.016,35
Player 11,Male,Columbus Country Club,Tournament,14,4,4,Hit,Hit,101-125 yards,2,2.016,0.016,35
Player 9,Male,Meadville Country Club,Tournament,6,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,2.016,0.016,35
Player 1,Male,Avalon Lakes Golf Club,Qualifying,15,4,3,Hit,Hit,51-75 yards,1,2.016,1.016,35
Player 1,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Hit,201-225 yards,3,2.016,-0.984,35
Player 11,Male,Longue Vue Club,Qualifying,13,4,4,Missed,Hit,126-150 yards,2,2.016,0.016,35
Player 8,Male,Longue Vue Club,Qualifying,2,4,5,Missed,Hit,76-100 yards,3,2.016,-0.984,35
Player 6,Male,San Destin Resort - Raven,Tournament,4,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,2.016,0.016,35
Player 9,Male,Longue Vue Club,Qualifying,3,3,5,Not Applicable (PAR 3),Miss,201-225 yards,3,2.016,-0.984,35
Player 2,Male,Longue Vue Club,Qualifying,18,4,4,Hit,Hit,151-175 yards,2,2.016,0.016,35
Player 6,Male,Columbus Country Club,Tournament,5,4,6,Missed,Miss,225 + yards,3,2.016,-0.984,35
Player 8,Male,Longue Vue Club,Qualifying,1,4,4,Hit,Hit,126-150 yards,2,2.016,0.016,35
Player 15,Female,Indiana Country Club,Qualifying,18,5,6,Hit,Hit,76-100 yards,3,2.016,-0.984,35
Player 12,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Hit,201-225 yards,3,2.016,-0.984,35
Player 20,Female,Meadville Country Club,Tournament,5,4,5,Missed,Miss,76-100 yards,2,2.024,0.024,36
Player 8,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.024,-0.976,36
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,10,4,5,Hit,Hit,126-150 yards,3,2.024,-0.976,36
Player 11,Male,Meadville Country Club,Tournament,15,4,4,Hit,Hit,51-75 yards,2,2.039,0.039,38
Player 11,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.039,0.039,38
Player 3,Male,Wigwam Gold Course,Tournament,18,4,4,Missed,Hit,126-150 yards,2,2.055,0.055,40
Player 13,Male,Longue Vue Club,Qualifying,1,4,4,Hit,Hit,126-150 yards,2,2.055,0.055,40
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,12,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,2.055,0.055,40
Player 18,Female,Longue Vue Club,Qualifying,11,4,4,Hit,Hit,126-150 yards,2,2.055,0.055,40
Player 1,Male,Longue Vue Club,Qualifying,1,4,5,Missed,Hit,126-150 yards,3,2.055,-0.945,40
Player 11,Male,San Destin Resort - Raven,Tournament,17,5,5,Hit,Hit,76-100 yards,2,2.055,0.055,40
Player 21,Female,PGA National - Palmer,Tournament,1,4,4,Hit,Hit,126-150 yards,2,2.055,0.055,40
Player 1,Male,Avalon Lakes Golf Club,Qualifying,6,5,5,Missed,Hit,151-175 yards,2,2.055,0.055,40
Player 11,Male,Pittsburgh Field Club,Qualifying,11,4,5,Hit,Hit,76-100 yards,2,2.055,0.055,40
Player 8,Male,Longue Vue Club,Qualifying,13,4,4,Hit,Hit,101-125 yards,2,2.055,0.055,40
Player 6,Male,Columbus Country Club,Tournament,4,4,4,Hit,Hit,151-175 yards,2,2.055,0.055,40
Player 3,Male,Columbus Country Club,Tournament,6,4,5,Missed,Miss,176-200 yards,2,2.055,0.055,40
Player 12,Male,Indiana Country Club,Qualifying,18,5,4,Hit,Hit,225 + yards,2,2.055,0.055,40
Player 19,Female,Indiana Country Club,Qualifying,16,4,5,Missed,Hit,126-150 yards,3,2.055,-0.945,40
Player 19,Female,Longue Vue Club,Competitive,18,5,5,Hit,Hit,151-175 yards,3,2.055,-0.945,40
Player 6,Male,San Destin Resort - Raven,Tournament,18,4,4,Hit,Hit,126-150 yards,2,2.055,0.055,40
Player 12,Male,Avalon Lakes Golf Club,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,201-225 yards,3,2.055,-0.945,40
Player 7,Male,Avalon Lakes Golf Club,Qualifying,2,4,6,Hit,Miss,151-175 yards,2,2.055,0.055,40
Player 10,Male,Longue Vue Club,Qualifying,13,4,4,Hit,Hit,126-150 yards,2,2.055,0.055,40
Player 11,Male,Longue Vue Club,Qualifying,18,4,4,Hit,Hit,176-200 yards,2,2.055,0.055,40
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,6,4,5,Hit,Hit,101-125 yards,3,2.055,-0.945,40
Player 10,Male,Longue Vue Club,Qualifying,10,3,5,Not Applicable (PAR 3),Miss,126-150 yards,2,2.055,0.055,40
Player 7,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.055,-0.945,40
Player 18,Female,Longue Vue Club,Qualifying,2,4,3,Hit,Hit,76-100 yards,1,2.055,1.055,40
Player 8,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.055,-0.945,40
Player 11,Male,Columbus Country Club,Tournament,13,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,2.055,0.055,40
Player 13,Male,Avalon Lakes Golf Club,Qualifying,5,4,5,Missed,Hit,Less than 50 yards,4,2.055,-1.945,40
Player 19,Female,Longue Vue Club,Competitive,9,4,5,Missed,Miss,101-125 yards,2,2.055,0.055,40
Player 5,Male,Longue Vue Club,Qualifying,5,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,2.055,0.055,40
Player 15,Female,Avalon Lakes Golf Club,Qualifying,9,4,4,Hit,Hit,51-75 yards,2,2.055,0.055,40
Player 10,Male,Pittsburgh Field Club,Qualifying,10,4,5,Missed,Miss,126-150 yards,2,2.055,0.055,40
Player 11,Male,Columbus Country Club,Tournament,2,4,4,Missed,Hit,126-150 yards,2,2.07,0.07,42
Player 3,Male,San Destin Resort - Raven,Tournament,18,4,4,Hit,Hit,126-150 yards,2,2.07,0.07,42
Player 16,Female,Longue Vue Club,Qualifying,1,4,5,Hit,Hit,126-150 yards,3,2.07,-0.93,42
Player 3,Male,PGA National - Champions,Tournament,16,4,4,Missed,Hit,176-200 yards,2,2.07,0.07,42
Player 20,Female,Indiana Country Club,Qualifying,8,4,4,Missed,Hit,126-150 yards,2,2.078,0.078,43
Player 3,Male,San Destin Resort - Raven,Tournament,18,4,4,Hit,Hit,101-125 yards,2,2.086,0.086,44
Player 3,Male,Pittsburgh Field Club,Qualifying,17,4,4,Missed,Hit,101-125 yards,2,2.086,0.086,44
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,1,5,6,Hit,Miss,101-125 yards,2,2.094,0.094,45
Player 3,Male,San Destin Resort - Raven,Tournament,6,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.094,0.094,45
Player 11,Male,Meadville Country Club,Tournament,11,4,5,Missed,Hit,151-175 yards,3,2.094,-0.906,45
Player 11,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Hit,151-175 yards,2,2.094,0.094,45
Player 12,Male,Avalon Lakes Golf Club,Qualifying,3,5,4,Hit,Hit,176-200 yards,2,2.094,0.094,45
Player 8,Male,Indiana Country Club,Qualifying,2,4,5,Missed,Hit,76-100 yards,3,2.094,-0.906,45
Player 10,Male,Indiana Country Club,Qualifying,5,5,6,Missed,Hit,76-100 yards,3,2.094,-0.906,45
Player 12,Male,Nemacolin Resort - Shepards Rock,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,151-175 yards,3,2.094,-0.906,45
Player 1,Male,Longue Vue Club,Qualifying,1,4,4,Missed,Hit,126-150 yards,2,2.094,0.094,45
Player 2,Male,Longue Vue Club,Qualifying,9,4,5,Missed,Hit,225 + yards,3,2.094,-0.906,45
Player 20,Female,Meadville Country Club,Tournament,2,4,5,Missed,Hit,126-150 yards,3,2.094,-0.906,45
Player 11,Male,Columbus Country Club,Tournament,16,4,5,Hit,Hit,151-175 yards,3,2.094,-0.906,45
Player 18,Female,Longue Vue Club,Qualifying,5,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.094,-0.906,45
Player 2,Male,Indiana Country Club,Qualifying,5,4,6,Hit,Miss,51-75 yards,3,2.094,-0.906,45
Player 2,Male,Longue Vue Club,Qualifying,2,4,5,Hit,Hit,101-125 yards,3,2.094,-0.906,45
Player 9,Male,Meadville Country Club,Tournament,18,4,5,Missed,Hit,126-150 yards,3,2.094,-0.906,45
Player 5,Male,Longue Vue Club,Qualifying,17,4,4,Hit,Hit,151-175 yards,2,2.094,0.094,45
Player 8,Male,Longue Vue Club,Qualifying,8,5,4,Hit,Hit,225 + yards,2,2.094,0.094,45
Player 1,Male,Longue Vue Club,Qualifying,15,5,7,Missed,Miss,126-150 yards,3,2.094,-0.906,45
Player 12,Male,San Destin Resort - Raven,Tournament,5,4,4,Missed,Hit,101-125 yards,2,2.094,0.094,45
Player 16,Female,Indiana Country Club,Qualifying,7,3,4,Not Applicable (PAR 3),Hit,126-150 yards,3,2.094,-0.906,45
Player 11,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,2.094,0.094,45
Player 1,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,2.094,0.094,45
Player 11,Male,Columbus Country Club,Tournament,5,4,4,Hit,Hit,176-200 yards,2,2.094,0.094,45
Player 3,Male,Columbus Country Club,Tournament,3,4,5,Hit,Hit,151-175 yards,3,2.094,-0.906,45
Player 3,Male,PGA National - Champions,Tournament,9,4,4,Hit,Hit,126-150 yards,2,2.094,0.094,45
Player 11,Male,Columbus Country Club,Tournament,1,4,5,Hit,Hit,101-125 yards,3,2.102,-0.898,46
Player 16,Female,Avalon Lakes Golf Club,Qualifying,5,4,4,Hit,Miss,Less than 50 yards,2,2.11,0.11,47
Player 8,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,2.118,-0.882,48
Player 11,Male,Longue Vue Club,Qualifying,18,4,4,Hit,Hit,176-200 yards,2,2.118,0.118,48
Player 6,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Hit,225 + yards,3,2.135,-0.865,50
